SiteID,ProjectCode,TesterID,DATE,TIME,LOT NAME,LOGIN MODE,STOP TIME,RESTART TIME,DOWN TIME,KEYWORD,STATUS,ERROR CODE,ERROR TYPE,ERROR MESSAGE,MESSAGE
NSTD,KK13,ER-14,23/02/2020,01:00:00,ABCDGJHKJYKUUKHG,OPERATOR,,,,INPUT,0,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-14,23/02/2020,01:00:00,ABCDGJHKJYKUUKHG,OPERATOR,,,,PASS,0,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-14,23/02/2020,01:00:00,ABCDGJHKJYKUUKHG,OPERATOR,,,,FAIL,0,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-14,23/02/2020,01:00:00,ABCDGJHKJYKUUKHG,OPERATOR,,,,RATE,0.00%,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-14,23/02/2020,01:00:00,ABCDGJHKJYKUUKHG,OPERATOR,,,,PRODUCTION TIME LOT,00:00:00,,,,PRODUCTION TIME LOT:00:00:00
NSTD,KK13,ER-14,23/02/2020,01:00:00,ABCDGJHKJYKUUKHG,OPERATOR,,,,DOWN TIME LOT,00:00:00,,,,DOWN TIME LOT:00:00:00
NSTD,KK13,ER-14,23/02/2020,01:00:00,ABCDGJHKJYKUUKHG,OPERATOR,,,,IDLE TIME LOT,00:59:59,,,,IDLE TIME LOT:00:59:59
NSTD,KK13,ER-14,23/02/2020,01:00:00,ABCDGJHKJYKUUKHG,OPERATOR,,,,PRODUCTION TIME,00:00:00,,,,PRODUCTION TIME:00:00:00
NSTD,KK13,ER-14,23/02/2020,01:00:00,ABCDGJHKJYKUUKHG,OPERATOR,,,,DOWN TIME,00:00:00,,,,DOWN TIME:00:00:00
NSTD,KK13,ER-14,23/02/2020,01:00:00,ABCDGJHKJYKUUKHG,OPERATOR,,,,IDLE TIME,00:59:59,,,,IDLE TIME:00:59:59
NSTD,KK13,ER-14,23/02/2020,02:00:00,ABCDGJHKJYKUUKHG,OPERATOR,,,,INPUT,0,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-14,23/02/2020,02:00:00,ABCDGJHKJYKUUKHG,OPERATOR,,,,PASS,0,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-14,23/02/2020,02:00:00,ABCDGJHKJYKUUKHG,OPERATOR,,,,FAIL,0,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-14,23/02/2020,02:00:00,ABCDGJHKJYKUUKHG,OPERATOR,,,,RATE,0.00%,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-14,23/02/2020,02:00:00,ABCDGJHKJYKUUKHG,OPERATOR,,,,PRODUCTION TIME LOT,00:00:00,,,,PRODUCTION TIME LOT:00:00:00
