SiteID,ProjectCode,TesterID,DATE,TIME,LOT NAME,LOGIN MODE,STOP TIME,RESTART TIME,DOWN TIME,KEYWORD,STATUS,ERROR CODE,ERROR TYPE,ERROR MESSAGE,MESSAGE
NSTD,KK13,L02-ER-16_05J6,26/02/2020,07:39:06,LOTNAME,OPERATOR,14:00:26,07:39:06,-22880,ERROR,,14001,ERROR,Stop alarm,
NSTD,KK13,L02-ER-16_05J6,26/02/2020,07:39:06,LOTNAME,OPERATOR,,,,START,,,,,START
NSTD,KK13,L02-ER-16_05J6,26/02/2020,07:39:08,LOTNAME,OPERATOR,,,,INPUT,0,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.000
NSTD,KK13,L02-ER-16_05J6,26/02/2020,07:39:08,LOTNAME,OPERATOR,,,,PASS,0,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.000
NSTD,KK13,L02-ER-16_05J6,26/02/2020,07:39:08,LOTNAME,OPERATOR,,,,NOT DEFINE,0,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.000
NSTD,KK13,L02-ER-16_05J6,26/02/2020,07:39:08,LOTNAME,OPERATOR,,,,RATE,0.000%,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.000
NSTD,KK13,L02-ER-16_05J6,26/02/2020,07:39:08,LOTNAME,OPERATOR,,,,PRODUCTION TIME LOT,19:26:23,,,,PRODUCTION TIME LOT:19:26:23
NSTD,KK13,L02-ER-16_05J6,26/02/2020,07:39:08,LOTNAME,OPERATOR,,,,DOWN TIME LOT,75:50:09,,,,DOWN TIME LOT:75:50:09
NSTD,KK13,L02-ER-16_05J6,26/02/2020,07:39:08,LOTNAME,OPERATOR,,,,IDLE TIME LOT,39:30:11,,,,IDLE TIME LOT:39:30:11
NSTD,KK13,L02-ER-16_05J6,26/02/2020,07:39:08,LOTNAME,OPERATOR,,,,PRODUCTION TIME,00:00:00,,,,PRODUCTION TIME:00:00:00
NSTD,KK13,L02-ER-16_05J6,26/02/2020,07:39:08,LOTNAME,OPERATOR,,,,DOWN TIME,00:03:03,,,,DOWN TIME:00:03:03
NSTD,KK13,L02-ER-16_05J6,26/02/2020,07:39:08,LOTNAME,OPERATOR,,,,IDLE TIME,00:00:05,,,,IDLE TIME:00:00:05
