SiteID,ProjectCode,TesterID,DATE,TIME,LOT NAME,LOGIN MODE,STOP TIME,RESTART TIME,DOWN TIME,KEYWORD,STATUS,ERROR CODE,ERROR TYPE,ERROR MESSAGE,MESSAGE
NSTD,KK13,L02-ER-68-2,22/02/2020,00:59:59,MTAXMC18500512,OPERATOR,,,,INPUT,0,,,,INPUT:0-PASS:0-FALL:0-RATA:0.000%
NSTD,KK13,L02-ER-68-2,22/02/2020,00:59:59,MTAXMC18500512,OPERATOR,,,,PASS,0,,,,INPUT:0-PASS:0-FALL:0-RATA:0.000%
NSTD,KK13,L02-ER-68-2,22/02/2020,00:59:59,MTAXMC18500512,OPERATOR,,,,FALL,0,,,,INPUT:0-PASS:0-FALL:0-RATA:0.000%
NSTD,KK13,L02-ER-68-2,22/02/2020,00:59:59,MTAXMC18500512,OPERATOR,,,,RATE,0.000%,,,,INPUT:0-PASS:0-FALL:0-RATA:0.000%
NSTD,KK13,L02-ER-68-2,22/02/2020,00:59:59,MTAXMC18500512,OPERATOR,,,,PRODUCTION TIME LOT,69:43:26,,,,Production Lot TIME:69:43:26
NSTD,KK13,L02-ER-68-2,22/02/2020,00:59:59,MTAXMC18500512,OPERATOR,,,,DOWN TIME LOT,15:35:15,,,,Down Lot TIME:15:35:15
NSTD,KK13,L02-ER-68-2,22/02/2020,00:59:59,MTAXMC18500512,OPERATOR,,,,IDLE TIME LOT,90:01:21,,,,Idle Lot TIME:90:01:21
NSTD,KK13,L02-ER-68-2,22/02/2020,00:59:59,MTAXMC18500512,OPERATOR,,,,PRODUCTION TIME,00:00:00,,,,Production TIME:00:00:00
NSTD,KK13,L02-ER-68-2,22/02/2020,00:59:59,MTAXMC18500512,OPERATOR,,,,DOWN TIME,00:00:00,,,,Down TIME:00:00:00
NSTD,KK13,L02-ER-68-2,22/02/2020,00:59:59,MTAXMC18500512,OPERATOR,,,,IDLE TIME,01:00:05,,,,Idle TIME:01:00:05
NSTD,KK13,L02-ER-68-2,22/02/2020,01:59:59,MTAXMC18500512,OPERATOR,,,,INPUT,0,,,,INPUT:0-PASS:0-FALL:0-RATA:0.000%
NSTD,KK13,L02-ER-68-2,22/02/2020,01:59:59,MTAXMC18500512,OPERATOR,,,,PASS,0,,,,INPUT:0-PASS:0-FALL:0-RATA:0.000%
NSTD,KK13,L02-ER-68-2,22/02/2020,01:59:59,MTAXMC18500512,OPERATOR,,,,FALL,0,,,,INPUT:0-PASS:0-FALL:0-RATA:0.000%
NSTD,KK13,L02-ER-68-2,22/02/2020,01:59:59,MTAXMC18500512,OPERATOR,,,,RATE,0.000%,,,,INPUT:0-PASS:0-FALL:0-RATA:0.000%
NSTD,KK13,L02-ER-68-2,22/02/2020,01:59:59,MTAXMC18500512,OPERATOR,,,,PRODUCTION TIME LOT,69:43:26,,,,Production Lot TIME:69:43:26
NSTD,KK13,L02-ER-68-2,22/02/2020,01:59:59,MTAXMC18500512,OPERATOR,,,,DOWN TIME LOT,15:35:15,,,,Down Lot TIME:15:35:15
NSTD,KK13,L02-ER-68-2,22/02/2020,01:59:59,MTAXMC18500512,OPERATOR,,,,IDLE TIME LOT,91:01:22,,,,Idle Lot TIME:91:01:22
NSTD,KK13,L02-ER-68-2,22/02/2020,01:59:59,MTAXMC18500512,OPERATOR,,,,PRODUCTION TIME,00:00:00,,,,Production TIME:00:00:00
NSTD,KK13,L02-ER-68-2,22/02/2020,01:59:59,MTAXMC18500512,OPERATOR,,,,DOWN TIME,00:00:00,,,,Down TIME:00:00:00
NSTD,KK13,L02-ER-68-2,22/02/2020,01:59:59,MTAXMC18500512,OPERATOR,,,,IDLE TIME,02:00:06,,,,Idle TIME:02:00:06
NSTD,KK13,L02-ER-68-2,22/02/2020,02:59:59,MTAXMC18500512,OPERATOR,,,,INPUT,0,,,,INPUT:0-PASS:0-FALL:0-RATA:0.000%
NSTD,KK13,L02-ER-68-2,22/02/2020,02:59:59,MTAXMC18500512,OPERATOR,,,,PASS,0,,,,INPUT:0-PASS:0-FALL:0-RATA:0.000%
NSTD,KK13,L02-ER-68-2,22/02/2020,02:59:59,MTAXMC18500512,OPERATOR,,,,FALL,0,,,,INPUT:0-PASS:0-FALL:0-RATA:0.000%
NSTD,KK13,L02-ER-68-2,22/02/2020,02:59:59,MTAXMC18500512,OPERATOR,,,,RATE,0.000%,,,,INPUT:0-PASS:0-FALL:0-RATA:0.000%
NSTD,KK13,L02-ER-68-2,22/02/2020,02:59:59,MTAXMC18500512,OPERATOR,,,,PRODUCTION TIME LOT,69:43:26,,,,Production Lot TIME:69:43:26
