SiteID,ProjectCode,TesterID,DATE,TIME,LOT NAME,LOGIN MODE,STOP TIME,RESTART TIME,DOWN TIME,KEYWORD,STATUS,ERROR CODE,ERROR TYPE,ERROR MESSAGE,MESSAGE
NSTD,KK13,ER-1,23/02/2020,01:00:00,,OPERATOR,,,,INPUT,0,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-1,23/02/2020,01:00:00,,OPERATOR,,,,PASS,0,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-1,23/02/2020,01:00:00,,OPERATOR,,,,FAIL,0,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-1,23/02/2020,01:00:00,,OPERATOR,,,,RATE,0.00%,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-1,23/02/2020,01:00:00,,OPERATOR,,,,PRODUCTION TIME LOT,00:00:00,,,,PRODUCTION TIME LOT:00:00:00
NSTD,KK13,ER-1,23/02/2020,01:00:00,,OPERATOR,,,,DOWN TIME LOT,00:59:59,,,,DOWN TIME LOT:00:59:59
NSTD,KK13,ER-1,23/02/2020,01:00:00,,OPERATOR,,,,IDLE TIME LOT,00:00:00,,,,IDLE TIME LOT:00:00:00
NSTD,KK13,ER-1,23/02/2020,01:00:00,,OPERATOR,,,,PRODUCTION TIME,00:00:00,,,,PRODUCTION TIME:00:00:00
NSTD,KK13,ER-1,23/02/2020,01:00:00,,OPERATOR,,,,DOWN TIME,00:59:59,,,,DOWN TIME:00:59:59
NSTD,KK13,ER-1,23/02/2020,01:00:00,,OPERATOR,,,,IDLE TIME,00:00:00,,,,IDLE TIME:00:00:00
NSTD,KK13,ER-1,23/02/2020,02:00:00,,OPERATOR,,,,INPUT,0,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-1,23/02/2020,02:00:00,,OPERATOR,,,,PASS,0,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-1,23/02/2020,02:00:00,,OPERATOR,,,,FAIL,0,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-1,23/02/2020,02:00:00,,OPERATOR,,,,RATE,0.00%,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-1,23/02/2020,02:00:00,,OPERATOR,,,,PRODUCTION TIME LOT,00:00:00,,,,PRODUCTION TIME LOT:00:00:00
NSTD,KK13,ER-1,23/02/2020,02:00:00,,OPERATOR,,,,DOWN TIME LOT,00:59:59,,,,DOWN TIME LOT:00:59:59
NSTD,KK13,ER-1,23/02/2020,02:00:00,,OPERATOR,,,,IDLE TIME LOT,00:00:00,,,,IDLE TIME LOT:00:00:00
NSTD,KK13,ER-1,23/02/2020,02:00:00,,OPERATOR,,,,PRODUCTION TIME,00:00:00,,,,PRODUCTION TIME:00:00:00
NSTD,KK13,ER-1,23/02/2020,02:00:00,,OPERATOR,,,,DOWN TIME,01:59:59,,,,DOWN TIME:01:59:59
NSTD,KK13,ER-1,23/02/2020,02:00:00,,OPERATOR,,,,IDLE TIME,00:00:00,,,,IDLE TIME:00:00:00
NSTD,KK13,ER-1,23/02/2020,03:00:00,,OPERATOR,,,,INPUT,0,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-1,23/02/2020,03:00:00,,OPERATOR,,,,PASS,0,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-1,23/02/2020,03:00:00,,OPERATOR,,,,FAIL,0,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-1,23/02/2020,03:00:00,,OPERATOR,,,,RATE,0.00%,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-1,23/02/2020,03:00:00,,OPERATOR,,,,PRODUCTION TIME LOT,00:00:00,,,,PRODUCTION TIME LOT:00:00:00
NSTD,KK13,ER-1,23/02/2020,03:00:00,,OPERATOR,,,,DOWN TIME LOT,00:59:59,,,,DOWN TIME LOT:00:59:59
NSTD,KK13,ER-1,23/02/2020,03:00:00,,OPERATOR,,,,IDLE TIME LOT,00:00:00,,,,IDLE TIME LOT:00:00:00
NSTD,KK13,ER-1,23/02/2020,03:00:00,,OPERATOR,,,,PRODUCTION TIME,00:00:00,,,,PRODUCTION TIME:00:00:00
NSTD,KK13,ER-1,23/02/2020,03:00:00,,OPERATOR,,,,DOWN TIME,02:59:59,,,,DOWN TIME:02:59:59
NSTD,KK13,ER-1,23/02/2020,03:00:00,,OPERATOR,,,,IDLE TIME,00:00:00,,,,IDLE TIME:00:00:00
NSTD,KK13,ER-1,23/02/2020,04:00:00,,OPERATOR,,,,INPUT,0,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-1,23/02/2020,04:00:00,,OPERATOR,,,,PASS,0,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-1,23/02/2020,04:00:00,,OPERATOR,,,,FAIL,0,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-1,23/02/2020,04:00:00,,OPERATOR,,,,RATE,0.00%,,,,INPUT:0-PASS:0-FAIL:0-RATE:0.00%
NSTD,KK13,ER-1,23/02/2020,04:00:00,,OPERATOR,,,,PRODUCTION TIME LOT,00:00:00,,,,PRODUCTION TIME LOT:00:00:00
NSTD,KK13,ER-1,23/02/2020,04:00:00,,OPERATOR,,,,DOWN TIME LOT,00:59:59,,,,DOWN TIME LOT:00:59:59
NSTD,KK13,ER-1,23/02/2020,04:00:00,,OPERATOR,,,,IDLE TIME LOT,00:00:00,,,,IDLE TIME LOT:00:00:00
NSTD,KK13,ER-1,23/02/2020,04:00:00,,OPERATOR,,,,PRODUCTION TIME,00:00:00,,,,PRODUCTION TIME:00:00:00
